title,link,pub_date,cleaned_text,sentiment,Date,Open,High,Low,Close,Adj Close,Volume
"Low price denomination stocks dominate investor interest, shows data - Business Standard",https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYXJ0aWNsZS9tYXJrZXRzL2xvdy1wcmljZS1kZW5vbWluYXRpb24tc3RvY2tzLWRvbWluYXRlLWludmVzdG9yLWludGVyZXN0LXNob3dzLWRhdGEtMTIxMDExMjAxNzEyXzEuaHRtbNIBjQFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYW1wL2FydGljbGUvbWFya2V0cy9sb3ctcHJpY2UtZGVub21pbmF0aW9uLXN0b2Nrcy1kb21pbmF0ZS1pbnZlc3Rvci1pbnRlcmVzdC1zaG93cy1kYXRhLTEyMTAxMTIwMTcxMl8xLmh0bWw?oc=5,2021-01-12,low price denomination stocks dominate investor interest shows data business standard,0.0,2021-01-12,1756.4683837890625,1809.079345703125,1753.6070556640625,1806.3565673828125,1787.9112548828125,20580773
Gainers & Losers: 10 stocks that moved the most on January 21 - Moneycontrol,https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvcGhvdG9zL2J1c2luZXNzL3N0b2Nrcy9nYWluZXJzLWxvc2Vycy0xMC1zdG9ja3MtdGhhdC1tb3ZlZC10aGUtbW9zdC1vbi1qYW51YXJ5LTIxLTYzNzg3MTEuaHRtbNIBhAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvcGhvdG9zL2J1c2luZXNzL3N0b2Nrcy9nYWluZXJzLWxvc2Vycy0xMC1zdG9ja3MtdGhhdC1tb3ZlZC10aGUtbW9zdC1vbi1qYW51YXJ5LTIxLTYzNzg3MTEuaHRtbC9hbXA?oc=5,2021-01-21,gainers losers 10 stocks moved january 21 moneycontrol,-0.2,2021-01-21,1921.685302734375,1956.75927734375,1915.224365234375,1937.7454833984373,1917.95849609375,19543871
"Axis Bank, Tata Steel, NMDC among 65 stocks look set to rally, suggests MACD - IndiaTimes",https://news.google.com/rss/articles/CBMikgFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9heGlzLWJhbmstdGF0YS1zdGVlbC1ubWRjLWFtb25nLTY1LXN0b2Nrcy1sb29rLXNldC10by1yYWxseS1zdWdnZXN0cy1tYWNkL2FydGljbGVzaG93LzgwMTA5NzM5LmNtc9IBlgFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9heGlzLWJhbmstdGF0YS1zdGVlbC1ubWRjLWFtb25nLTY1LXN0b2Nrcy1sb29rLXNldC10by1yYWxseS1zdWdnZXN0cy1tYWNkL2FtcF9hcnRpY2xlc2hvdy84MDEwOTczOS5jbXM?oc=5,2021-01-05,axis bank tata steel nmdc among 65 stocks look set rally suggests macd indiatimes,0.0,2021-01-05,1817.3863525390625,1830.8621826171875,1805.3873291015625,1814.709716796875,1796.1790771484375,12061545
Reliance Retail to engage kiranas for direct-to-consumer sales through JioMart: Report - Moneycontrol,https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvcmVsaWFuY2UtcmV0YWlsLXRvLWV4aXQtZnJvbS1qaW9tYXJ0cy1kaXJlY3Qtc2FsZS1lbmdhZ2Uta2lyYW5hcy10by1zZWxsLXByb2R1Y3RzLXJlcG9ydC02MzMzOTcxLmh0bWzSAZQBaHR0cHM6Ly93d3cubW9uZXljb250cm9sLmNvbS9uZXdzL2J1c2luZXNzL3JlbGlhbmNlLXJldGFpbC10by1leGl0LWZyb20tamlvbWFydHMtZGlyZWN0LXNhbGUtZW5nYWdlLWtpcmFuYXMtdG8tc2VsbC1wcm9kdWN0cy1yZXBvcnQtNjMzMzk3MS5odG1sL2FtcA?oc=5,2021-01-12,reliance retail engage kiranas direct consumer sales jiomart report moneycontrol,0.1,2021-01-12,1756.4683837890625,1809.079345703125,1753.6070556640625,1806.3565673828125,1787.9112548828125,20580773
"Mukesh Ambani's Jio is the world's fifth strongest brand, here are the others - Jio enters the ranking - IndiaTimes",https://news.google.com/rss/articles/CBMisgFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9jb21wYW55L2NvcnBvcmF0ZS10cmVuZHMvbXVrZXNoLWFtYmFuaXMtamlvLWlzLXRoZS13b3JsZHMtZmlmdGgtc3Ryb25nZXN0LWJyYW5kLWhlcmUtYXJlLXRoZS1vdGhlcnMvamlvLWVudGVycy10aGUtcmFua2luZy9zbGlkZXNob3cvODA1NzIwMDcuY21z0gEA?oc=5,2021-01-29,mukesh ambani jio world fifth strongest brand others jio enters ranking indiatimes,0.0,2021-01-29,1748.438232421875,1765.7906494140625,1689.08935546875,1700.1192626953125,1682.7587890625,21856191
Retail investors in driver's seat; dwarf FII flow into mkts in 2 yrs: UBS - Business Standard,https://news.google.com/rss/articles/CBMijQFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYXJ0aWNsZS9tYXJrZXRzL3JldGFpbC1pbnZlc3RvcnMtaW4tZHJpdmVyLXMtc2VhdC1kd2FyZi1maWktZmxvdy1pbnRvLW1rdHMtaW4tMi15cnMtdWJzLTEyMTAxMjUwMDQyMV8xLmh0bWzSAZEBaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9hcnRpY2xlL21hcmtldHMvcmV0YWlsLWludmVzdG9ycy1pbi1kcml2ZXItcy1zZWF0LWR3YXJmLWZpaS1mbG93LWludG8tbWt0cy1pbi0yLXlycy11YnMtMTIxMDEyNTAwNDIxXzEuaHRtbA?oc=5,2021-01-25,retail investors driver seat dwarf fii flow mkts 2 yrs ubs business standard,0.0,2021-01-25,1878.2581787109373,1878.2581787109373,1783.2353515625,1791.5423583984375,1773.248291015625,27103552
RIL and Anand Jain: a secret plan to rake in share-sale gains and the return of the ‘third son’ - IndiaTimes,https://news.google.com/rss/articles/CBMisQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vcHJpbWUvY29ycG9yYXRlLWdvdmVybmFuY2UvcmlsLWFuZC1hbmFuZC1qYWluLWEtc2VjcmV0LXBsYW4tdG8tcmFrZS1pbi1zaGFyZS1zYWxlLWdhaW5zLWFuZC10aGUtcmV0dXJuLW9mLXRoZS10aGlyZC1zb24vcHJpbWVhcnRpY2xlc2hvdy84MDE5NjMyNi5jbXPSAbUBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL3ByaW1lL2NvcnBvcmF0ZS1nb3Zlcm5hbmNlL3JpbC1hbmQtYW5hbmQtamFpbi1hLXNlY3JldC1wbGFuLXRvLXJha2UtaW4tc2hhcmUtc2FsZS1nYWlucy1hbmQtdGhlLXJldHVybi1vZi10aGUtdGhpcmQtc29uL2FtcF9wcmltZWFydGljbGVzaG93LzgwMTk2MzI2LmNtcw?oc=5,2021-01-11,ril anand jain secret plan rake share sale gains return third son indiatimes,-0.2,2021-01-11,1789.51171875,1789.51171875,1746.77685546875,1751.1611328125,1733.2794189453125,16653912
"Banks, financials drag Sensex by 746 points; Nifty ends below 14,400 | Stock Market News - Mint",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvc3RvY2stbWFya2V0LW5ld3Mvc2Vuc2V4bmlmdHlsaXZldG9kYXkyMjAxMjAyMW5pZnR5bnNlYnNlbmV3c3VwZGF0ZXMtMTE2MTEyODI5NjIxMDYuaHRtbNIBfGh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvc3RvY2stbWFya2V0LW5ld3Mvc2Vuc2V4bmlmdHlsaXZldG9kYXkyMjAxMjAyMW5pZnR5bnNlYnNlbmV3c3VwZGF0ZXMvYW1wLTExNjExMjgyOTYyMTA2Lmh0bWw?oc=5,2021-01-22,banks financials drag sensex 746 points nifty ends 14 400 stock market news mint,-0.1,2021-01-22,1948.4522705078125,1952.4674072265625,1878.4427490234373,1891.7801513671875,1872.4625244140625,15266330
Reliance plans to rope in kirana stores as franchise partners for JioMart - IndiaTimes,https://news.google.com/rss/articles/CBMilwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vaW5kdXN0cnkvc2VydmljZXMvcmV0YWlsL3JlbGlhbmNlLXBsYW5zLXRvLXJvcGUtaW4ta2lyYW5hLXN0b3Jlcy1hcy1mcmFuY2hpc2UtcGFydG5lcnMtZm9yLWppb21hcnQvYXJ0aWNsZXNob3cvODAyMjM4MjMuY21z0gGbAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9pbmR1c3RyeS9zZXJ2aWNlcy9yZXRhaWwvcmVsaWFuY2UtcGxhbnMtdG8tcm9wZS1pbi1raXJhbmEtc3RvcmVzLWFzLWZyYW5jaGlzZS1wYXJ0bmVycy1mb3ItamlvbWFydC9hbXBfYXJ0aWNsZXNob3cvODAyMjM4MjMuY21z?oc=5,2021-01-12,reliance plans rope kirana stores franchise partners jiomart indiatimes,0.0,2021-01-12,1756.4683837890625,1809.079345703125,1753.6070556640625,1806.3565673828125,1787.9112548828125,20580773
Sensex and Nifty end at fresh record highs; TCS jumps 3% - The Indian Express,https://news.google.com/rss/articles/CBMihQFodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvYnVzaW5lc3MvbWFya2V0L2JzZS1zZW5zZXgtbnNlLW5pZnR5LWluZGlhbi1tYXJrZXRzLWxpdmUtdXBkYXRlcy1zdG9ja3Mtc2hhcmVzLWdsb2JhbC1jdWVzLTcxNDU3MTkv0gGKAWh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9idXNpbmVzcy9tYXJrZXQvYnNlLXNlbnNleC1uc2UtbmlmdHktaW5kaWFuLW1hcmtldHMtbGl2ZS11cGRhdGVzLXN0b2Nrcy1zaGFyZXMtZ2xvYmFsLWN1ZXMtNzE0NTcxOS9saXRlLw?oc=5,2021-01-14,sensex nifty end fresh record highs tcs jumps 3 indian express,0.3,2021-01-14,1795.234375,1815.4481201171875,1789.7425537109375,1809.6331787109373,1791.154296875,10776621
Guess what has summited Mount Everest? Plastic - Looming danger - IndiaTimes,https://news.google.com/rss/articles/CBMijQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbnRlcm5hdGlvbmFsL3dvcmxkLW5ld3MvZ3Vlc3Mtd2hhdC1oYXMtc3VtbWl0ZWQtbW91bnQtZXZlcmVzdC1wbGFzdGljL2xvb21pbmctZGFuZ2VyL3NsaWRlc2hvdy84MDEzNTE4Mi5jbXPSAQA?oc=5,2021-01-06,guess summited mount everest plastic looming danger indiatimes,0.0,2021-01-06,1814.5250244140625,1814.6173095703125,1758.452880859375,1766.8521728515625,1748.8101806640625,23200734
Tejas deal a big boost for India’s self-reliance and defence preparedness - Moneycontrol,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3Lm1vbmV5Y29udHJvbC5jb20vbmV3cy9vcGluaW9uL3RlamFzLWRlYWwtYS1iaWctYm9vc3QtZm9yLWluZGlhcy1zZWxmLXJlbGlhbmNlLWFuZC1kZWZlbmNlLXByZXBhcmVkbmVzcy02MzQ5NDUxLmh0bWzSAYMBaHR0cHM6Ly93d3cubW9uZXljb250cm9sLmNvbS9uZXdzL29waW5pb24vdGVqYXMtZGVhbC1hLWJpZy1ib29zdC1mb3ItaW5kaWFzLXNlbGYtcmVsaWFuY2UtYW5kLWRlZmVuY2UtcHJlcGFyZWRuZXNzLTYzNDk0NTEuaHRtbC9hbXA?oc=5,2021-01-15,tejas deal big boost india self reliance defence preparedness moneycontrol,0.0,2021-01-15,1809.6331787109373,1821.8167724609373,1772.20556640625,1788.2657470703125,1770.0052490234375,10296634
"Sensex ends choppy day 25 pts lower; midcaps skid; M&M up 6%, HDFC down 2% - Business Standard",https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYXJ0aWNsZS9tYXJrZXRzL21hcmtldC1saXZlLXNlbnNleC1uaWZ0eS1pbmZvc3lzLXdpcHJvLXEzLWFpcnRlbC10YXRhLW1vdG9ycy1tYXJrZXRzLXRvZGF5LTEyMTAxMTMwMDE0NV8xLmh0bWzSAZQBaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9hcnRpY2xlL21hcmtldHMvbWFya2V0LWxpdmUtc2Vuc2V4LW5pZnR5LWluZm9zeXMtd2lwcm8tcTMtYWlydGVsLXRhdGEtbW90b3JzLW1hcmtldHMtdG9kYXktMTIxMDExMzAwMTQ1XzEuaHRtbA?oc=5,2021-01-13,sensex ends choppy day 25 pts lower midcaps skid 6 hdfc 2 business standard,-0.1,2021-01-13,1812.35595703125,1822.878173828125,1770.728759765625,1789.51171875,1771.2384033203125,13309729
Skills that can land you a good job this year - Communication skills - IndiaTimes,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9qb2JzL3NraWxscy10aGF0LWNhbi1sYW5kLXlvdS1hLWdvb2Qtam9iLXRoaXMteWVhci9jb21tdW5pY2F0aW9uLXNraWxscy9zbGlkZXNob3cvODAzNDUyOTguY21z0gEA?oc=5,2021-01-19,skills land good job year communication skills indiatimes,0.7,2021-01-19,1841.061279296875,1874.6123046875,1841.061279296875,1861.1365966796875,1842.1318359375,16003307
Govt to sell up to 10% equity in SAIL through offer for sale - IndiaTimes,https://news.google.com/rss/articles/CBMihAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9nb3Z0LXRvLXNlbGwtdXAtdG8tMTAtZXF1aXR5LWluLXNhaWwtdGhyb3VnaC1vZmZlci1mb3Itc2FsZS9hcnRpY2xlc2hvdy84MDI1Mjc3OS5jbXPSAYgBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL21hcmtldHMvc3RvY2tzL25ld3MvZ292dC10by1zZWxsLXVwLXRvLTEwLWVxdWl0eS1pbi1zYWlsLXRocm91Z2gtb2ZmZXItZm9yLXNhbGUvYW1wX2FydGljbGVzaG93LzgwMjUyNzc5LmNtcw?oc=5,2021-01-13,govt sell 10 equity sail offer sale indiatimes,0.0,2021-01-13,1812.35595703125,1822.878173828125,1770.728759765625,1789.51171875,1771.2384033203125,13309729
Dal Lake freezes as mercury plummets in Srinagar - Dal lake freezes - IndiaTimes,https://news.google.com/rss/articles/CBMilQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9wb2xpdGljcy1hbmQtbmF0aW9uL2RhbC1sYWtlLWZyZWV6ZXMtYXMtbWVyY3VyeS1wbHVtbWV0cy1pbi1zcmluYWdhci9oYXJzaC13aW50ZXJzLW9mLWthc2htaXIvc2xpZGVzaG93LzgwMjgzMDY1LmNtc9IBAA?oc=5,2021-01-15,dal lake freezes mercury plummets srinagar dal lake freezes indiatimes,0.0,2021-01-15,1809.6331787109373,1821.8167724609373,1772.20556640625,1788.2657470703125,1770.0052490234375,10296634
Dal Lake freezes as mercury plummets in Srinagar - Dal lake freezes - IndiaTimes,https://news.google.com/rss/articles/CBMijQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9wb2xpdGljcy1hbmQtbmF0aW9uL2RhbC1sYWtlLWZyZWV6ZXMtYXMtbWVyY3VyeS1wbHVtbWV0cy1pbi1zcmluYWdhci9kYWwtbGFrZS1mcmVlemVzL3NsaWRlc2hvdy84MDI4MzEwNC5jbXPSAQA?oc=5,2021-01-15,dal lake freezes mercury plummets srinagar dal lake freezes indiatimes,0.0,2021-01-15,1809.6331787109373,1821.8167724609373,1772.20556640625,1788.2657470703125,1770.0052490234375,10296634
Bugatti Divo worth $6 million and iconic eight-litre W16 engine reaches US West Coast - Hyper sports car - IndiaTimes,https://news.google.com/rss/articles/CBMisQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vaW5kdXN0cnkvYXV0by9hdXRvLW5ld3MvYnVnYXR0aS1kaXZvLXdvcnRoLTYtbWlsbGlvbi1hbmQtaWNvbmljLWVpZ2h0LWxpdHJlLXcxNi1lbmdpbmUtcmVhY2hlcy11cy13ZXN0LWNvYXN0L2ljb25pYy13MTYtZW5naW5lL3NsaWRlc2hvdy84MDU4MTI0OS5jbXPSAQA?oc=5,2021-01-29,bugatti divo worth 6 million iconic eight litre w16 engine reaches us west coast hyper sports car indiatimes,0.4,2021-01-29,1748.438232421875,1765.7906494140625,1689.08935546875,1700.1192626953125,1682.7587890625,21856191
World's largest white crocodile park in Odisha reopens - Rare species - IndiaTimes,https://news.google.com/rss/articles/CBMijgFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9wb2xpdGljcy1hbmQtbmF0aW9uL3dvcmxkcy1sYXJnZXN0LXdoaXRlLWNyb2NvZGlsZS1wYXJrLWluLW9kaXNoYS1yZW9wZW5zL3JhcmUtc3BlY2llcy9zbGlkZXNob3cvODA0NDgwMzEuY21z0gEA?oc=5,2021-01-25,world largest white crocodile park odisha reopens rare species indiatimes,0.15,2021-01-25,1878.2581787109373,1878.2581787109373,1783.2353515625,1791.5423583984375,1773.248291015625,27103552
